dvanáct;dv-a-náct
dopíšu;do-píš-u
už;už
zastrčil;za-strč-i-l
zatímco;za-t-í-m-c-o
setina;set-in-a
leopold;leopold
mrzuťe;mrz-uť-e
úsporné;ú-spor-n-é
Xlubil;Xlub-i-l
čuXal;čuX-a-l
mOdrá;mOdr-á
nemožný;ne-možn-ý
zvonit;zvon-i-t
ostatňe;o-stat-ň-e
maX;maX
spíš;spíš
nároků;ná-rok-ů
relativismu;rel-at-iv-ism-u
řízený;říz-en-ý
vždy;vždy
sMŇEl;sMŇE-l
úspJEšné;ú-spJEš-n-é
zastavil;za-sta-v-i-l
přísahO;pří-sah-O
odpovJEďel;od-po-vJEď-e-l
dovolující;do-vol-uj-í-c-í
zub;zub
vysočaneX;vysočan-e-X
kontroly;kontrol-y
jemňe;jem-ň-e
dlOhými;dlOh-ý-m-i
míčem;míč-e-m
taktak;tak-tak
půlnoc;půl-noc
vyvázl;vy-váz-l
nelhal;ne-lh-a-l
navlas;na-vlas
zavolal;za-vol-a-l
silný;sil-n-ý
provést;pro-vés-t
krásňe;krás-ň-e
leťet;leť-e-t
zavrťela;za-vrť-e-l-a
základní;zá-klad-n-í
růží;růž-í
tajemnO;taj-em-n-O
bůh;bůh
šíp;šíp
rozutekli;roz-u-tek-l-i
únavJE;ú-nav-JE
zazňel;za-zň-e-l
ulovené;u-lov-en-é
tlusťe;tlusť-e
přidají;při-d-a-j-í
přestává;pře-stá-v-á
ďetí;ďet-í
doXázela;do-Xáz-e-l-a
bohatý;boh-at-ý
alternativ;alter-n-at-iv
hrál;hrá-l
dobrýtro;dobrýtro
koňská;koň-sk-á
ony;on-y
jakým;jak-ý-m
dokonalého;do-kon-a-l-é-ho
dokázat;do-káz-a-t
provaz;pro-vaz
šeky;šek-y
statků;stat-k-ů
revertent;revert-ent
představte;před-stav-te
lidová;lid-ov-á
kobylinců;kobyl-in-c-ů
způsobil;z-pů-sob-i-l
nejisťe;ne-jisť-e
nebude;ne-bud-e
vypočítáváno;vy-po-čít-á-v-á-n-o
Xrčel;Xrč-e-l
jamesova;james-ov-a
polizei;polizei
nejhlubšíX;nej-hlub-š-í-X
čajové;čaj-ov-é
pitoMŇEjší;pit-oMŇ-Ej-š-í
kavalíra;kaval-ír-a
radosti;rad-ost-i
roce;roc-e
rozumář;roz-um-ář
lidičky;lid-ič-k-y
zbylo;z-by-l-o
rakví;rakv-í
naprostO;na-prost-O
rybářské;ryb-ář-sk-é
let;let
velkozávodu;vel-k-o-zá-vod-u
iluze;iluz-e
dnešku;dneš-k-u
ven;ven
užitím;u-ži-t-í-m
vsázel;v-sáz-e-l
pluralisticky;plural-ist-ic-k-y
zapadá;za-pad-á
vynalézati;vy-na-léz-a-ti
životu;ži-v-ot-u
nohu;noh-u
pohrdati;po-hrd-a-ti
destillata;destillata
pozor;po-zor
ničemo;ni-č-em-o
nespokojenost;ne-s-po-koj-en-ost
naposledy;na-po-sled-y
yardů;yard-ů
náramňe;ná-ram-ň-e
pokřikem;po-křik-e-m
ve;ve
působiti;pů-sob-i-ti
hoXman;hoXman
hledáme;hled-á-me
brka;brk-a
nevšimnul;ne-všim-n-u-l
kolmo;kol-m-o
neodcizil;ne-od-ciz-i-l
nevJEřil;ne-vJEř-i-l
králův;král-ův
jektal;jek-t-a-l
ohlašovati;o-hlaš-ova-ti
nasvJEdčuje;na-s-vJEd-č-u-j-e
nikde;ni-kd-e
alternativami;alter-n-at-iv-a-m-i
zaručiti;za-ruč-i-ti
žalářní;žal-ář-n-í
aleKSandrije;aleKSandr-ij-e
originaliťe;origin-al-iť-e
veselost;vesel-ost
vyptával;vy-pt-á-v-a-l
shrnují;s-hrn-u-j-í
drdůlek;drdůl-ek
považovala;po-važ-ova-l-a
utřel;u-tř-e-l
nahoře;na-hoř-e
pokusem;po-kus-e-m
zaručené;za-ruč-en-é
poXopí;po-Xop-í
pytle;pytl-e
studií;stud-i-í
rád;rád
hvJEzdu;hvJEzd-u
pode;pode
nutnýX;nut-n-ý-X
prokristapána;pro-krist-a-pán-a
jal;j-a-l
hasáku;hasák-u
ďetskO;ďet-sk-O
sOdů;sOd-ů
bando;band-o
murder;murder
prózu;próz-u
neshoří;ne-s-hoř-í
snesly;s-nes-l-y
hřbeťe;hřbeť-e
vem;v-e-m
bolestí;bol-est-í
šestnáct;šest-náct
spadají;s-pad-aj-í
vzrušeňe;vz-ruš-e-ň-e
svazek;s-vaz-ek
keř;keř
apriorismem;aprior-ism-e-m
velblOdeX;velblOd-e-X
buffo;buffo
parník;par-n-ík
takzvaný;tak-zv-a-n-ý
tázal;táz-a-l
ráčila;řáč-i-l-a
ohřál;o-hřá-l
křišťálovými;křišťál-ov-ý-m-i
dvojnulkO;dv-oj-nul-k-O
hodnotný;hod-n-ot-n-ý
nepotřebuji;ne-po-třeb-u-j-i
písek;písek
přiznej;při-zn-e-j
písmem;písm-e-m
kráčet;kráč-e-t
neproXodí;ne-pro-Xod-í
ten;t-en
ptačí;patč-í
vyjdeme;vy-jd-e-me
uvJEřím;u-vJEř-í-m
záliby;zá-lib-y
srovnati;s-rov-n-a-ti
romantický;romant-ic-k-ý
nedostatky;ne-do-stat-k-y
podezřelé;pode-zř-e-l-é
ničením;ni-č-en-í-m
zasazujeme;za-saz-u-j-e-me
tOžení;tOž-en-í
platil;plat-i-l
být;bý-t
zálohy;zá-loh-y
mordýři;mord-ýř-i
vďečni;v-ďeč-n-i
vybral;vy-br-a-l
zaprášený;za-práš-en-ý
namOduši;na-mO-duš-i
hrda;hrd-a
vynikající;vy-nik-aj-í-c-í
sOdobé;sO-dob-é
týla;týl-a
nepřijdu;ne-při-jd-u
just;just
kuXařka;kuX-ař-k-a
tohle;t-o-hle
dodal;do-d-a-l
postýlky;po-stýl-k-y
abstraktní;ab-s-trakt-n-í
násilím;ná-sil-í-m
budu;bud-u
otevřte;ote-vř-te
nařídil;na-říd-i-l
určit;urč-i-t
epopeje;epo-pej-e
zadečku;zad-eč-k-u
ji;j-i
leskl;lesk-l
nelidské;ne-lid-sk-é
pitr;pitr
intuitivním;intuit-iv-n-í-m
líbám;líb-á-m
džentlmeni;džentlmen-i
josefa;josef-a
ženat;žen-at
přítomny;pří-t-o-m-n-y
strašidlo;straš-i-dl-o
breku;brek-u
křídlem;kří-dl-e-m
námitek;ná-mit-ek
polobarbarské;pol-o-barbar-sk-é
nikdo;ni-kd-o
čubičce;čub-ič-c-e
mužský;muž-sk-ý
neeKSistuje;ne-eKSist-u-j-e
uťešující;u-ťeš-uj-í-c-í
logicky;log-ic-k-y
zubů;zub-ů
nevinňe;ne-vin-ň-e
krajnost;kraj-n-ost
nejoddaňejší;nej-od-d-a-ň-ej-š-í
pánaboha;pán-a-boh-a
cenného;cen-n-é-ho
vesele;vesel-e
stOpla;stOp-l-a
zubatý;zub-at-ý
kapitán;kapitán
náMŇEstí;ná-MŇEst-í
účelem;ú-čel-e-m
laskavýma;lask-a-v-ý-m-a
san;san
hej;hej
sekt;sekt
pragmatické;pragm-at-ic-k-é
vzniká;vz-nik-á
uznávají;u-zn-á-v-aj-í
zvykli;z-vyk-l-i
hoši;hoš-i
dívám;dív-á-m
předci;před-c-i
skeptika;skept-ik-a
vyvede;vy-ved-e
zpuXlý;z-puX-l-ý
řešením;řeš-en-í-m
dobrovolňe;dobr-o-vol-ň-e
subjektem;sub-jekt-e-m
maria;mari-a
vpředu;v-před-u
nedal;ne-d-a-l
dlOhá;dlOh-á
javoru;javor-u
lidského;lid-sk-é-ho
nutňe;nut-ň-e
nevyXází;ne-vyX-á-z-í
šťeňe;šťeň-e
zároveň;zá-rov-eň
zaXázet;za-Xáz-e-t
čísle;čísl-e
potřeby;po-třeb-y
uspořádání;u-s-po-řád-á-n-í
depeše;de-peš-e
zádeX;zád-e-X
sežere;se-žer-e
palermu;palerm-u
dramatickýX;drama-at-ic-k-ý-X
čípak;č-í-pak
obJEtí;obJEt-í
zpečeťena;z-pečeť-en-a
sebereme;se-ber-e-me
tadyhle;tady-hle
prohlObil;pro-hlOb-i-l
gustem;gust-em
bartoškovi;bartošk-ovi
večera;večer-a
vynálezy;vy-ná-lez-y
omylem;o-myl-e-m
suroviny;sur-ov-in-y
básňe;básň-e
dogmatismu;dogm-at-ism-u
řeknete;řek-n-e-te
relativnosti;rel-at-iv-n-ost-i
mylná;myl-n-á
úkrytu;ú-kry-t-u
samozřejmost;sam-o-zř-ej-m-ost
důkazu;dů-kaz-u
nešlo;ne-š-l-o
zatvrzelého;za-tvrz-e-l-é-ho
huňaté;huň-at-é
vůni;vůn-i
fošen;fošen
neposedná;ne-po-sed-n-á
dobu;dob-u
MŇEsíční;MŇEsíč-n-í
neškrtí;ne-škrt-í
pohanský;pohan-sk-ý
polívce;po-lí-v-c-e
bakaná;bakan-á
vikýř;vikýř
otci;otc-i
abys;a-by-s
nepozoroval;ne-po-zor-ova-l
havran;havran
jimiž;j-i-m-i-ž
radikalismem;radik-al-ism-e-m
vybírá;vy-bír-á
zastřeleného;za-střel-en-é-ho
sXodišti;s-Xod-išt-i
hajdy;hajdy
odevždy;ode-vždy
krokodýle;krokodýl-e
žaloby;žal-ob-y
ošklivé;oškliv-é
zahrady;za-hrad-y
říká;řík-á
jedl;jed-l
řešiti;řeš-i-ti
kantovým;kant-ov-ý-m
nadřaďeného;nad-řaď-en-é-ho
šupáka;šup-ák-a
uznávanýX;u-zn-á-v-a-n-ý-X
vlastního;vlast-n-í-ho
lítostivJE;lít-ost-iv-JE
středozemní;středozemn-í
nápis;ná-pis
jakmile;jak-mile
úlohO;ú-loh-O
sMŇEry;s-MŇEr-y
trepkáX;trep-k-á-X
přihlíží;při-hlíž-í
kurýra;kurýr-a
křičelo;křič-e-l-o
hodná;hod-n-á
láká;lák-á
odvahy;od-vah-y
sOcitňe;sO-cit-ň-e
ukOsl;u-kOs-l
uhlí;uhl-í
hrubýX;hrub-ý-X
zvolit;z-vol-i-t
zámkem;zá-mk-e-m
vrčet;vrč-e-t
jamesovy;james-ov-y
namnoze;na-mnoz-e
naznak;na-znak
navrženo;na-vrž-en-o
celá;cel-á
obdoba;ob-dob-a
náhledu;ná-hled-u
mohu;moh-u
zaXytili;za-Xyt-i-l-i
pokladů;po-klad-ů
vyššímu;vyš-š-í-mu
nAčení;n-Ač-en-í
levé;lev-é
ani;ani
poraňený;po-raň-en-ý
napsáno;na-ps-á-n-o
praní;pr-a-n-í
sOstavu;sO-stav-u
učiňená;u-čiň-en-á
macek;mac-ek
točitýX;toč-it-ý-X
zamilovaňe;za-mil-ova-ň-e
nerušený;ne-ruš-en-ý
kvetOcí;kvet-O-c-í
poznavatele;po-zn-a-v-a-tel-e
uďeláte;u-ďel-á-te
komoru;komor-u
obecného;obec-n-é-ho
eislera;eisler-a
jůrO;jůr-O
prodával;pro-d-á-v-a-l
strojíX;stroj-í-X
vznešeného;vz-neš-en-é-ho
skutečnO;s-kut-eč-n-O
rtů;rt-ů
rožmberský;rožmber-sk-ý
noetiku;noet-ik-u
rozžhavil;roz-žh-av-i-l
kvJEtiny;kvJEt-in-y
dominik;dominik
pravdami;prav-d-a-m-i
účel;ú-čel
dio;dio
závisti;zá-vist-i
povJEzte;po-vJEz-te
podzimní;pod-zim-n-í
munzemli;munzeml-i
zasršela;za-srš-e-l-a
ňejaká;ňe-jak-á
dozorce;do-zor-c-e
zacinkal;za-cink-a-l
vyplul;vy-plu-l
nalíčil;na-líč-i-l
uXystala;u-Xyst-a-l-a
upřímnost;u-přím-n-ost
díval;dív-a-l
proXozený;pro-Xoz-en-ý
sOhra;sO-hra
vůle;vůl-e
shrnující;s-hrn-uj-í-c-í
ďekuje;ďek-u-j-e
voní;von-í
verifikována;veri-fik-ová-n-a
jahodový;jahod-ov-ý
neodolatelného;ne-o-dol-a-tel-n-é-ho
suXovršicíX;suXovršic-í-X
nezabJEhlo;ne-za-bJEh-l-o
pojedu;po-jed-u
zakňučela;za-kňuč-e-l-a
povídám;po-víd-á-m
příčinné;pří-čin-n-é
padlo;pad-l-o
hronovu;hronov-u
nejde;ne-jd-e
mívali;m-í-v-a-l-i
umožňuje;u-mož-ň-u-j-e
zvykne;z-vyk-n-e
přeMŇEnil;pře-MŇEn-i-l
přestanO;pře-sta-n-O
jakO;jak-O
vrtačku;vrt-a-č-k-u
uďelány;u-ďel-á-n-y
radu;rad-u
obXodníků;ob-Xod-n-ík-ů
neoblomná;ne-ob-lom-n-á
okňe;okň-e
ráčka;ráč-k-a
kardašovJE;kardašov-JE
XalupO;Xalup-O
hotový;hotov-ý
prodávat;pro-d-á-v-a-t
paXatel;paX-a-tel
tudy;tud-y
čeština;češ-t-in-a
hysterku;hyster-k-u
plukovník;pluk-ov-n-ík
hleďte;hleď-te
půjčte;půjč-te
steskem;s-tesk-e-m
vykOpat;vy-kOp-a-t
určena;urč-en-a
uloženy;u-lož-en-y
přiblížili;při-blíž-i-l-i
žaltman;žaltman
Ata;At-a
sbírala;s-bír-a-l-a
nůše;nůš-e
kožené;kož-en-é
dvacet;dv-a-cet
dány;d-á-n-y
nezbylo;ne-z-by-l-o
hrála;hrá-l-a
sociálního;soci-ál-n-í-ho
vnitrný;v-nitr-n-ý
rozkvetly;roz-kvet-l-y
strkat;strk-a-t
zabijeme;za-bij-e-me
ptáti;pt-á-ti
sOcitu;sO-cit-u
hra;hr-a
přeložit;pře-lož-i-t
kOzelníkovi;kOzel-n-ík-ovi
moc;moc
anatomii;ana-tom-i-i
sušíme;suš-í-me
knihy;knih-y
rozumíte;roz-um-í-te
uhajují;u-haj-u-j-í
zmizely;z-miz-e-l-y
ratibořický;ratibořic-k-ý
tří;tř-í
pamatujete;pamat-u-j-e-te
přinést;při-nés-t
menšíků;menšík-ů
drmolil;drmol-i-l
čepec;čep-ec
vyrostly;vy-rost-l-y
nosu;nos-u
nepřátelsky;ne-přá-tel-sk-y
bJEhá;bJEh-á
neuzmul;ne-u-zm-u-l
vJEří;vJEř-í
míňení;míň-en-í
rozkřikl;roz-křik-l
nenapadne;ne-na-pad-n-e
více;více
ševce;šev-c-e
mynheer;mynheer
hospodský;hospod-sk-ý
převlékl;pře-vlék-l
partyka;partyk-a
vyhrůžek;vy-hrůž-ek
veledůmyslné;vel-e-dů-mysl-n-é
pepík;pepík
černýX;čern-ý-X
češi;češ-i
jezdit;jezd-i-t
slitujte;s-lit-u-j-te
vídňe;vídň-e
odposlOXá;od-po-slOX-á
sympatije;sym-pat-ij-e
slučují;s-luč-u-j-í
neuMŇEli;ne-uMŇ-E-l-i
krákorka;krákor-k-a
město;měst-o
podmínek;pod-mín-ek
okamžité;ok-a-mž-it-é
nutná;nut-n-á
novokantovci;nov-o-kant-ov-c-i
aeroplánem;aero-plán-e-m
odepřela;ode-př-e-l-a
přidá;při-d-á
theologiae;theologiae
bližníX;bliž-n-í-X
pozdravil;po-zdrav-i-l
bJEda;bJEd-a
přimrazil;při-mraz-i-l
odešla;ode-š-l-a
tady;tady
podotýkati;po-do-týk-a-ti
niXž;n-i-X-ž
ministři;ministř-i
sOvztahu;sO-vz-tah-u
hmatat;hmat-a-t
tatim;tat-i-m
zrnko;zrn-k-o
snést;s-nés-t
eKSistovat;eKSist-ova-t
Xodník;Xod-n-ík
novofiXteanism;nov-o-fiXtean-ism
byX;by-X
mámu;mám-u
skřivani;skřiv-an-i
počítá;po-čít-á
šeptala;šept-a-l-a
mihálička;mihál-ič-k-a
ďelalo;ďel-a-l-o
novinářem;nov-in-ář-e-m
zazvonil;za-zvon-i-l
direktivy;direkt-iv-y
závazné;zá-vaz-n-é
nějaká;ně-jak-á
zrušení;z-ruš-en-í
sepp;sepp
smutní;smut-n-í
sXopností;s-Xop-n-ost-í
spočítejte;s-po-čít-ej-te
počestní;po-čest-n-í
rozumové;roz-um-ov-é
zajíce;zaj-íc-e
řinčel;řinč-e-l
človJEkovo;človJEk-ov-o
poznám;po-zn-á-m
zrcadlem;zrc-a-dl-e-m
referát;re-fer-át
podrbáním;po-drb-á-n-í-m
příčnýX;příč-n-ý
vetXá;vetX-á
afrika;afrik-a
psána;ps-á-n-a
prozradila;pro-z-rad-i-l-a
matematice;matem-at-ic-e
tenhle;t-en-hle
stanoví;stan-ov-í
kapsičky;kaps-ič-k-y
omsk;omsk
konce;konc-e
Xodil;Xod-i-l
přiťežující;při-ťež-uj-í-cí
zpívat;z-pí-v-a-t
ukrást;u-krás-t
důvJEra;dů-vJEr-a
plná;pln-á
principy;princip-y
zbývá;z-bý-v-á
nepovím;ne-po-ví-m
pánbůh;pán-bůh
posadila;po-sad-i-l-a
vlastním;vlast-n-í-m
nezabývá;ne-za-bý-v-á
lupiče;lup-i-č-e
zuřivJE;zuř-iv-JE
trObí;trOb-í
čestňe;čest-ň-e
nepřišla;ne-při-š-l-a
zaberO;za-ber-O
nepřestali;ne-pře-sta-l-i
vyhrrrrň;vy-hrrrrň
máslo;másl-o
lokteX;lokt-e-X
konkrétnímu;kon-krét-n-í-mu
zákoneX;zá-kon-e-X
filozofové;filo-zof-ové
stoicíX;sto-ic-í-X
sOstavný;sO-stav-n-ý
podzimu;pod-zim-u
neXali;neX-a-l-i
basovJE;bas-ov-JE
lítá;lít-á
písku;písk-u
rameny;ram-en-y
jdu;jd-u
odpočal;od-po-č-a-l
odezvy;ode-zv-y
žádná;žád-n-á
fér;fér
vzdušňe;vz-duš-ň-e
pevniňe;pev-n-iň-e
nosil;nos-i-l
společný;s-pol-eč-n-ý
užuž;už-už
sladká;slad-k-á
smetana;smetan-a
vzlykala;vz-lyk-a-l-a
vedle;ve-dl-e
pošeptal;po-šept-a-l
francefús;francefús
muselo;mus-e-l-o
stvořil;s-tvoř-i-l
dýší;dýš-í
MŇEňen;MŇEň-en
zajiskřil;za-jiskř-i-l
z;z
umí;um-í
přiďelány;při-ďel-á-n-y
prosím;pros-í-m
rozřešiti;roz-řeš-i-ti
císař;císař
činnosti;čin-n-ost-i
čepelko;čepelk-o
neproveditelný;ne-pro-ved-i-tel-n-ý
staří;stař-í
diskuse;dis-kus-e
přibJEhla;při-bJEh-l-a
jehla;jehl-a
nedat;ne-d-a-t
vJEdomým;vJEd-om-ý-m
uplatňování;u-plat-ň-ová-n-í
šeptal;šept-a-l
proniká;pro-nik-á
uMŇEt;uMŇ-E-t
detektivům;de-tekt-iv-ů-m
parukO;paruk-O
zpracoval;z-prac-ova-l
lebedovi;lebed-ovi
šOrala;šOr-a-l-a
co;c-o
zkrvavenO;z-krv-av-en-O
vaší;v-a-š-í
žalářníkem;žal-ář-n-ík-e-m
heleno;helen-o
barváX;barv-á-X
založiv;za-lož-i-v
sykal;syk-a-l
přesnost;přesn-ost
budete;bud-e-te
čepeček;čep-eč-ek
Xléb;Xléb
korpus;korpus
nalezena;na-lez-en-a
bystře;bystř-e
hladí;hlad-í
lesem;les-e-m
laskavJE;lask-a-v-JE
badání;bad-á-n-í
ceníte;cen-í-te
vyřiďte;vy-řiď-te
želízkáX;želíz-k-á-X
setkati;se-tk-a-ti
arménovi;armén-ovi
sláma;slám-a
džunku;džunk-u
smrdí;smrd-í
politováním;po-lit-ová-n-í-m
splňuje;s-plň-u-j-e
poXybovat;po-Xyb-ova-t
béé;béé
jurvej;jurvej
nedovedeme;ne-do-ved-e-me
tOlal;tOl-a-l
korekci;ko-rek-c-i
rozhoduje;roz-hod-u-j-e
zacpával;za-cp-á-v-a-l
téhož;t-é-ho-ž
žabí;žab-í
včas;v-čas
rýsuje;rýs-u-j-e
milejší;mil-ej-š-í
i;i
utilitarismu;utilit-ar-ism-u
Xlubí;Xlub-í
páďe;páď-e
šeří;šeř-í
hrubého;hrub-é-ho
svýho;s-v-ý-ho
kůlničce;kůl-n-ič-c-e
vyjádřitelna;vy-jádř-i-tel-n-a
teorií;teor-i-í
pan;pan
plesnivJE;plesn-iv-JE
slušné;sluš-n-é
produkt;pro-dukt
přinésti;při-nés-ti
víra;vír-a
svatosvaťe;svat-o-svať-e
vybJEhnOt;vy-bJEh-nO-t
křivé;křiv-é
nižšímu;niž-š-í-mu
zplakal;z-plak-a-l
hlásím;hlás-í-m
vrahem;vrah-e-m
hořet;hoř-e-t
vkládati;v-klád-a-ti
uďelala;u-ďel-a-l-a
cest;cest
účelnO;ú-čel-n-O
delikátního;delikát-n-í-ho
smyslu;s-mysl-u
lekli;lek-l-i
moři;moř-i
vrátila;vrát-i-l-a
osobnost;o-sob-n-ost
pamatuješ;pamat-u-j-e-š
komáry;komár-y
žádají;žád-aj-í
nihilista;nihil-ist-a
platné;plat-n-é
pozoruje;po-zor-u-j-e
nebezpečí;ne-bez-peč-í
oka;ok-a
nemusela;ne-mus-e-l-a
přesní;přesn-í
uznání;u-zn-á-n-í
perláX;perl-á-X
lékaře;lék-ař-e
kráMŇE;kráMŇ-E
XláXolil;XláXol-i-l
kazatel;kaz-a-tel
zámince;zá-min-c-e
čmárá;čmár-á
ježatý;jež-at-ý
cumel;cumel
funebráků;fun-ebr-ák-ů
přešlapoval;pře-šlap-ova-l
byt;by-t
padavče;pad-a-v-č-e
indeterminismus;in-de-termin-ism-us
rušil;ruš-i-l
vynadají;vy-na-d-aj-í
kristapána;krist-a-pán-a
pláXl;pláX-l
ďelá;ďel-á
zatratil;za-trat-i-l
poťešeňe;po-ťeš-e-ň-e
jestli;jest-li
holomku;holom-k-u
střevíců;střev-íc-ů
čelo;čel-o
kabátem;kabát-e-m
rosička;ros-ič-k-a
potápníky;po-táp-ník-y
tulákovi;tul-ák-ovi
popadnO;po-pad-n-O
trubky;trub-k-y
obálce;o-bál-c-e
XybJElo;Xyb-JE-l-o
Xytře;Xytř-e
vešel;ve-še-l
zatřásla;za-trás-l-a
myšlenky;myšl-e-n-k-y
čísla;čísl-a
minařík;minař-ík
utopil;u-top-i-l
topí;top-í
nesmím;ne-sm-í-m
evropské;evrop-sk-é
vymalováno;vy-mal-ová-n-o
pádu;pád-u
nazírání;na-zír-á-n-í
výtvoreX;vý-tvor-e-X
ptali;pt-a-l-i
pátrat;pátr-a-t
balíček;bal-íč-ek
obyčejná;obyč-ej-n-á
rys;rys
poznatky;po-zn-a-t-k-y
neneXáte;ne-neX-á-te
vrozenu;v-roz-en-u
sami;sam-i
lOpežníky;lOp-ež-n-ík-y
tetička;tet-ič-k-a
zázračné;zá-zrač-n-é
čokoládO;čokolád-O
vzduXolodi;vz-duX-o-lod-i
utíkám;u-tík-á-m
lotři;lotř-i
probudí;pro-bud-í
představil;před-stav-i-l
hoXmane;hoXman-e
osobo;o-sob-o
vyšetřit;vy-šetř-i-t
činitelů;čin-i-tel-ů
aféra;afér-a
zřetelňe;zř-e-tel-ň-e
dojímaly;do-jím-a-l-y
vJEtřit;vJEtř-i-t
krucinál;kruci-nál
rozplakala;roz-plak-a-l-a
blahopřáli;blah-o-př-á-l-i
jďete;jď-e-te
sir;sir
přemnohý;pře-mnoh-ý
široce;šir-oc-e
brzdy;brzd-y
XromO;Xrom-O
sebetrýznivO;s-eb-e-trýzn-iv-O
oblečen;ob-leč-en
mrknOt;mrk-nO-t
plán;plán
druhém;druh-é-m
fenoménem;fenomén-e-m
kudrlinku;kudr-l-in-k-u
kojenec;koj-en-ec
uskutečňeno;u-s-kut-eč-ň-en-o
Xtít;Xt-í-t
rozestřelo;roze-stře-l-o
nejá;ne-já
oddeXl;od-deX-l
vyhrání;vy-hrá-n-í
nedostane;ne-do-sta-n-e
realitu;real-it-u
čuXnOt;čuX-nO-t
dobré;dobr-é
líto;lít-o
přistOpil;při-stOp-i-l
zavdávat;za-v-d-á-v-a-t
samým;sam-ý-m
majetkové;maj-et-k-ov-é
pluralism;plural-ism
nimbu;nimb-u
kosmu;kosm-u
teplO;tep-l-O
neztratím;ne-z-trat-í-m
plaXty;plaXt-y
ponďelí;po-n-ďel-í
spáse;spás-e
nedostatku;ne-do-stat-k-u
uvJEdomil;u-vJEd-om-i-l
vaříme;vař-í-me
domácíX;dom-á-c-í-X
beznaďejňejšího;bez-na-ďej-ň-ej-š-í-ho
holčičku;hol-č-ič-k-u
legitimní;legitim-n-í
popsal;po-ps-a-l
výlučňe;vý-luč-ň-e
neplodné;ne-plod-n-é
nejlahodňejší;nej-lahod-ň-ej-š-í
přimlOval;při-mlOv-a-l
hirsXem;hirsX-e-m
úhledňejší;ú-hled-ň-ej-š-í
stáli;stá-l-i
vyl;vy-l
velké;vel-k-é
velkodušňe;vel-k-o-duš-ň-e
vyzkOšení;vy-z-kOš-e-n-í
točí;toč-í
ulici;ul-ic-i
ňadry;ňadr-y
nejel;ne-je-l
nazýváme;na-zýv-á-me
vJEtu;vJEt-u
stopa;stop-a
přiznává;při-zn-á-v-á
čas;čas
kolína;kolín-a
nenaříkej;ne-na-řík-ej
dočkal;do-čk-a-l
uskutečňovali;u-s-kut-eč-ň-ova-l-i
Xalupy;Xalup-y
novinám;nov-in-á-m
zářil;zář-i-l
žebříku;žebř-ík-u
všudy;vš-u-dy
metody;metod-y
sOčasňe;sO-čas-ň-e
prádla;pr-á-dl-a
vímeť;v-í-m-e-ť
stesku;s-tesk-u
průvody;prů-vod-y
opici;op-ic-i
trObíval;trOb-í-v-a-l
zabJEhlo;za-bJEh-l-o
večer;večer
vajíčka;vaj-íč-k-a
dorostl;do-rost-l
osvobozující;o-svoboz-uj-í-c-í
abecedu;abeced-u
eKStra;eKStra
gandary;gandar-y
kalhot;kalhot
předsedo;před-sed-o
všecky;vš-ec-k-y
ti;t-i
termitem;termit-e-m
tuzéreX;tuzér-e-X
konvenčňe;kon-ven-č-ň-e
nožičkO;nož-ič-k-O
neodvracej;ne-od-vrac-ej
potud;po-t-ud
neomezená;ne-o-mez-en-á
nezůstane;ne-z-ů-sta-n-e
vážný;váž-n-ý
psán;ps-á-n
vida;vid-a
místo;míst-o
přirozená;při-roz-en-á
nákladní;ná-klad-n-í
rrrroztrrrrhej;rrrroz-trrrrh-ej
fantas;fantas
pravO;prav-O
školy;škol-y
vydíráním;vy-dír-á-n-í-m
milost;mil-ost
zajímavé;za-jím-a-v-é
ideálu;ideál-u
podmínky;pod-mín-k-y
vyšla;vy-š-l-a
vJEcmi;vJEc-m-i
dary;dar-y
ponořiti;po-noř-i-ti
křestním;křest-n-í-m
tihle;t-i-hle
potápJEl;po-táp-JE-l
nadýXali;na-dýX-a-l-i
kartáčku;kartáč-k-u
prezidenta;prezid-ent-a
domluvili;do-mluv-i-l-i
poslOXej;po-slOX-ej
dohromady;do-hromad-y
principeX;princip-e-X
milovicíX;milovic-í-X
raXotem;raX-ot-e-m
bandito;band-it-o
kliden;klid-en
oné;on-é
plakat;plak-a-t
zničit;z-ni-č-i-t
harmonii;harmon-i-i
přitlačil;při-tlač-i-l
zmizel;z-miz-e-l
nebudeme;ne-bud-e-me
marcova;marc-ov-a
obojetné;ob-o-j-et-n-é
aneb;a-neb
mužským;muž-sk-ý-m
Xodila;Xod-i-l-a
dráze;dráz-e
pušek;puš-ek
bídy;bíd-y
neXce;ne-Xc-e
miháličku;mihál-ič-k-u
krajánek;kraj-án-ek
oddávat;od-d-á-v-a-t
vyťukal;vy-ťuk-a-l
původů;pů-vod-ů
ústy;úst-y
snů;sn-ů
sobotky;sobotk-y
smím;sm-í-m
nuže;nu-že
ropotá;ropot-á
nosit;nos-i-t
čiré;čir-é
šenkovňe;šenk-ov-ň-e
arab;arab
zajedu;za-jed-u
šupáků;šup-ák-ů
arenelle;arenelle
kvalifikaci;kval-i-fik-ac-i
obojí;ob-oj-í
pokladenýX;po-klad-en-ý-X
avenarijem;avenarij-e-m
advokát;advok-át
piva;piv-a
půďe;půď-e
stanoviskem;stan-ov-isk-e-m
sOstaváX;sO-stav-á-X
rosu;ros-u
policie;polic-i-e
ňejakém;ňe-jak-é-m
ňe;ň-e
záblesku;zá-blesk-u
